"id";"gravity";"acceleration";"rotation";"attitude";"fallenDown";"date";"studentId"
1;"grav_x: 0.23, grav_y: 0.50, grav_z: -0.83";"acc_x: -0.02, acc_y: 0.09, acc_z: -0.12";"rota_x: 0.40, rota_y: -0.02, rota_z: 0.07";"atti_roll: 0.3, atti_pitch: -0.5, atti_yaw: 0.1";0;"2020-05-11 15:56:11";"student6C9Vrb"
2;"grav_x: 0.16, grav_y: 0.37, grav_z: -0.91";"acc_x: -0.02, acc_y: 0.01, acc_z: -0.03";"rota_x: -0.07, rota_y: -0.00, rota_z: 0.05";"atti_roll: 0.2, atti_pitch: -0.4, atti_yaw: -0.0";0;"2020-05-11 15:56:11";"studentLw1Im2"
3;"grav_x: 0.14, grav_y: 0.35, grav_z: -0.93";"acc_x: 0.01, acc_y: -0.02, acc_z: -0.00";"rota_x: 0.04, rota_y: 0.01, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: -0.4, atti_yaw: -0.0";0;"2020-05-11 15:56:12";"studentmS8TJJ"
4;"grav_x: 0.14, grav_y: 0.34, grav_z: -0.93";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: 0.05, rota_y: 0.00, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: -0.0";0;"2020-05-11 15:56:12";"studentQnSjNx"
5;"grav_x: 0.13, grav_y: 0.33, grav_z: -0.94";"acc_x: -0.00, acc_y: -0.01, acc_z: 0.00";"rota_x: -0.01, rota_y: -0.01, rota_z: -0.00";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: -0.0";0;"2020-05-11 15:56:13";"studentMQodVe"
6;"grav_x: 0.13, grav_y: 0.32, grav_z: -0.94";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.01, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: -0.0";0;"2020-05-11 15:56:13";"studentKpMHYO"
7;"grav_x: 0.13, grav_y: 0.31, grav_z: -0.94";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.01, rota_y: -0.01, rota_z: 0.00";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: -0.0";0;"2020-05-11 15:56:14";"studentK1AQwI"
8;"grav_x: 0.15, grav_y: 0.25, grav_z: -0.96";"acc_x: -0.01, acc_y: -0.01, acc_z: 0.04";"rota_x: 0.33, rota_y: 0.12, rota_z: -0.08";"atti_roll: 0.2, atti_pitch: -0.2, atti_yaw: -0.1";0;"2020-05-11 15:56:14";"studentMoSPUW"
9;"grav_x: -0.21, grav_y: 0.90, grav_z: 0.38";"acc_x: 0.17, acc_y: -0.51, acc_z: 0.06";"rota_x: -5.53, rota_y: -3.59, rota_z: -1.16";"atti_roll: -2.6, atti_pitch: -1.1, atti_yaw: -2.1";0;"2020-05-11 15:56:15";"student6YUrGk"
10;"grav_x: 0.09, grav_y: -0.74, grav_z: -0.66";"acc_x: 0.08, acc_y: -0.03, acc_z: -0.02";"rota_x: -1.58, rota_y: -0.00, rota_z: 0.71";"atti_roll: 0.1, atti_pitch: 0.8, atti_yaw: -0.1";0;"2020-05-11 15:56:16";"studentUu78EW"
11;"grav_x: -0.30, grav_y: 0.95, grav_z: -0.12";"acc_x: 0.05, acc_y: 0.30, acc_z: 0.23";"rota_x: 7.11, rota_y: 1.65, rota_z: 0.33";"atti_roll: -1.2, atti_pitch: -1.2, atti_yaw: -1.1";0;"2020-05-11 15:56:16";"student6ZKKAp"
12;"grav_x: -0.00, grav_y: 0.93, grav_z: -0.36";"acc_x: -0.20, acc_y: 0.46, acc_z: 0.48";"rota_x: -14.83, rota_y: 0.57, rota_z: -1.24";"atti_roll: -0.0, atti_pitch: -1.2, atti_yaw: -0.3";0;"2020-05-11 15:56:17";"studentbX237c"
13;"grav_x: -0.40, grav_y: -0.25, grav_z: -0.88";"acc_x: 0.29, acc_y: -0.10, acc_z: 0.42";"rota_x: -0.36, rota_y: 1.86, rota_z: -0.47";"atti_roll: -0.4, atti_pitch: 0.3, atti_yaw: -1.3";0;"2020-05-11 15:56:17";"studentEdvQVp"
14;"grav_x: 0.03, grav_y: -0.52, grav_z: -0.85";"acc_x: 0.01, acc_y: -0.01, acc_z: -0.03";"rota_x: 0.12, rota_y: -0.00, rota_z: -0.04";"atti_roll: 0.0, atti_pitch: 0.6, atti_yaw: -0.0";1;"2020-05-11 15:56:20";"studentCs7j4G"
15;"grav_x: 0.01, grav_y: -0.56, grav_z: -0.83";"acc_x: 0.00, acc_y: -0.03, acc_z: 0.00";"rota_x: 0.23, rota_y: -0.00, rota_z: -0.21";"atti_roll: 0.0, atti_pitch: 0.6, atti_yaw: -0.1";0;"2020-05-11 15:56:20";"studentSF2o2v"
16;"grav_x: 0.04, grav_y: -0.59, grav_z: -0.80";"acc_x: 0.01, acc_y: -0.04, acc_z: -0.01";"rota_x: 0.14, rota_y: -0.20, rota_z: -0.34";"atti_roll: 0.0, atti_pitch: 0.6, atti_yaw: -0.2";0;"2020-05-11 15:56:20";"studentH7DYmL"
17;"grav_x: 0.01, grav_y: -0.61, grav_z: -0.79";"acc_x: 0.01, acc_y: -0.02, acc_z: -0.01";"rota_x: -0.05, rota_y: -0.03, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: 0.7, atti_yaw: -0.3";0;"2020-05-11 15:56:21";"studentOT5nAA"
18;"grav_x: 0.01, grav_y: -0.62, grav_z: -0.78";"acc_x: 0.01, acc_y: -0.01, acc_z: 0.01";"rota_x: -0.05, rota_y: 0.00, rota_z: 0.08";"atti_roll: 0.0, atti_pitch: 0.7, atti_yaw: -0.3";0;"2020-05-11 15:56:23";"studentuk2WQM"
19;"grav_x: 0.04, grav_y: -0.56, grav_z: -0.83";"acc_x: -0.00, acc_y: -0.02, acc_z: 0.00";"rota_x: -0.23, rota_y: -0.05, rota_z: -0.04";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:23";"studentwvBKKW"
20;"grav_x: 0.06, grav_y: -0.57, grav_z: -0.82";"acc_x: -0.01, acc_y: -0.00, acc_z: -0.02";"rota_x: 0.06, rota_y: 0.10, rota_z: 0.01";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:23";"studentyMYEoZ"
21;"grav_x: 0.07, grav_y: -0.54, grav_z: -0.84";"acc_x: -0.01, acc_y: 0.01, acc_z: -0.01";"rota_x: 0.06, rota_y: 0.01, rota_z: 0.00";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:23";"studentRLkWHb"
22;"grav_x: 0.07, grav_y: -0.56, grav_z: -0.83";"acc_x: 0.02, acc_y: -0.01, acc_z: 0.00";"rota_x: -0.05, rota_y: -0.08, rota_z: 0.04";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:23";"studentD01FvA"
23;"grav_x: 0.07, grav_y: -0.54, grav_z: -0.84";"acc_x: 0.00, acc_y: 0.02, acc_z: -0.01";"rota_x: 0.11, rota_y: -0.00, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:24";"studentLj4lu4"
24;"grav_x: 0.07, grav_y: -0.50, grav_z: -0.86";"acc_x: -0.01, acc_y: 0.01, acc_z: 0.00";"rota_x: 0.20, rota_y: 0.01, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: 0.5, atti_yaw: -0.3";0;"2020-05-11 15:56:24";"studentMgEa6r"
25;"grav_x: 0.06, grav_y: -0.54, grav_z: -0.84";"acc_x: 0.00, acc_y: -0.01, acc_z: 0.01";"rota_x: -0.09, rota_y: -0.02, rota_z: -0.03";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:25";"studentSnD12d"
26;"grav_x: 0.07, grav_y: -0.54, grav_z: -0.84";"acc_x: -0.01, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.07, rota_y: 0.06, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:25";"studentORRtdc"
27;"grav_x: 0.07, grav_y: -0.59, grav_z: -0.80";"acc_x: -0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.11, rota_y: -0.03, rota_z: -0.05";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:26";"studenteANSHf"
28;"grav_x: 0.07, grav_y: -0.59, grav_z: -0.81";"acc_x: 0.00, acc_y: -0.01, acc_z: -0.01";"rota_x: -0.01, rota_y: 0.04, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:26";"student0eUHoA"
29;"grav_x: 0.07, grav_y: -0.59, grav_z: -0.80";"acc_x: -0.00, acc_y: -0.01, acc_z: -0.00";"rota_x: 0.01, rota_y: 0.00, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:27";"studentmcpCxY"
30;"grav_x: 0.07, grav_y: -0.59, grav_z: -0.80";"acc_x: 0.01, acc_y: 0.01, acc_z: 0.01";"rota_x: -0.01, rota_y: -0.03, rota_z: 0.00";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:27";"studentDaZljm"
31;"grav_x: 0.07, grav_y: -0.59, grav_z: -0.81";"acc_x: -0.00, acc_y: -0.00, acc_z: 0.01";"rota_x: -0.01, rota_y: 0.00, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:28";"studentEGYnhD"
32;"grav_x: 0.07, grav_y: -0.58, grav_z: -0.81";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: -0.01, rota_z: -0.03";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:28";"studentEqFR3q"
33;"grav_x: 0.07, grav_y: -0.56, grav_z: -0.83";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.01";"rota_x: -0.30, rota_y: -0.01, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:29";"studentdQKRyw"
34;"grav_x: 0.07, grav_y: -0.56, grav_z: -0.83";"acc_x: 0.01, acc_y: 0.00, acc_z: -0.01";"rota_x: 0.06, rota_y: -0.04, rota_z: -0.06";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:29";"studentrWqnkg"
35;"grav_x: 0.07, grav_y: -0.56, grav_z: -0.82";"acc_x: 0.00, acc_y: -0.00, acc_z: 0.01";"rota_x: -0.02, rota_y: -0.00, rota_z: 0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:30";"studentJSitCS"
36;"grav_x: 0.07, grav_y: -0.56, grav_z: -0.82";"acc_x: -0.00, acc_y: -0.00, acc_z: 0.00";"rota_x: -0.02, rota_y: 0.01, rota_z: 0.01";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:30";"studentAKXu2x"
37;"grav_x: 0.07, grav_y: -0.56, grav_z: -0.83";"acc_x: 0.01, acc_y: -0.00, acc_z: 0.00";"rota_x: 0.09, rota_y: -0.08, rota_z: 0.01";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:31";"studentKqXKtI"
38;"grav_x: 0.06, grav_y: -0.56, grav_z: -0.83";"acc_x: 0.01, acc_y: -0.00, acc_z: -0.01";"rota_x: 0.01, rota_y: 0.05, rota_z: -0.00";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:31";"studentftAycv"
39;"grav_x: 0.06, grav_y: -0.55, grav_z: -0.83";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.01";"rota_x: 0.02, rota_y: -0.01, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:32";"studentsA0pRU"
40;"grav_x: 0.06, grav_y: -0.57, grav_z: -0.82";"acc_x: 0.01, acc_y: -0.02, acc_z: 0.00";"rota_x: -0.02, rota_y: -0.02, rota_z: -0.02";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:32";"studentMnZrWi"
41;"grav_x: 0.07, grav_y: -0.57, grav_z: -0.82";"acc_x: 0.00, acc_y: -0.01, acc_z: -0.01";"rota_x: -0.04, rota_y: 0.02, rota_z: 0.00";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:33";"studentGMHd6V"
42;"grav_x: 0.07, grav_y: -0.55, grav_z: -0.83";"acc_x: 0.03, acc_y: -0.03, acc_z: 0.05";"rota_x: -0.28, rota_y: 0.05, rota_z: 0.18";"atti_roll: 0.1, atti_pitch: 0.6, atti_yaw: -0.3";0;"2020-05-11 15:56:33";"studentZtvWhx"
43;"grav_x: 0.62, grav_y: 0.35, grav_z: -0.70";"acc_x: 0.41, acc_y: 0.75, acc_z: -0.18";"rota_x: -1.44, rota_y: -0.90, rota_z: 3.00";"atti_roll: 0.7, atti_pitch: -0.4, atti_yaw: 1.6";1;"2020-05-11 15:56:34";"studenteV5SJv"
44;"grav_x: 0.26, grav_y: -0.16, grav_z: -0.95";"acc_x: 0.05, acc_y: -0.17, acc_z: 0.05";"rota_x: 0.87, rota_y: -0.02, rota_z: -0.89";"atti_roll: 0.3, atti_pitch: 0.2, atti_yaw: -0.0";0;"2020-05-11 15:56:38";"studentgnF1Lo"
45;"grav_x: 0.17, grav_y: -0.38, grav_z: -0.91";"acc_x: -0.07, acc_y: 0.04, acc_z: 0.01";"rota_x: -0.12, rota_y: -0.16, rota_z: -0.05";"atti_roll: 0.2, atti_pitch: 0.4, atti_yaw: -0.2";0;"2020-05-11 15:56:39";"studentUZ8upb"
46;"grav_x: -0.12, grav_y: -0.19, grav_z: -0.97";"acc_x: 0.09, acc_y: -0.20, acc_z: 0.01";"rota_x: -0.46, rota_y: -0.56, rota_z: -0.21";"atti_roll: -0.1, atti_pitch: 0.2, atti_yaw: -0.2";0;"2020-05-11 15:56:39";"studentNqDNyL"
47;"grav_x: 0.01, grav_y: -0.23, grav_z: -0.97";"acc_x: 0.01, acc_y: 0.03, acc_z: -0.06";"rota_x: -0.37, rota_y: 0.18, rota_z: 0.88";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.1";0;"2020-05-11 15:56:40";"studentytBkSr"
48;"grav_x: -0.24, grav_y: -0.12, grav_z: -0.96";"acc_x: 0.01, acc_y: -0.37, acc_z: 0.15";"rota_x: 0.05, rota_y: 0.17, rota_z: -0.75";"atti_roll: -0.2, atti_pitch: 0.1, atti_yaw: -0.3";0;"2020-05-11 15:56:40";"studentZ2zHpH"
49;"grav_x: -0.16, grav_y: 0.05, grav_z: -0.99";"acc_x: 0.11, acc_y: 0.31, acc_z: 0.05";"rota_x: -0.95, rota_y: -1.36, rota_z: -1.82";"atti_roll: -0.2, atti_pitch: -0.1, atti_yaw: 0.4";0;"2020-05-11 15:56:41";"studenti4PlBz"
50;"grav_x: -0.12, grav_y: 0.19, grav_z: -0.97";"acc_x: 0.26, acc_y: 0.42, acc_z: -0.17";"rota_x: -0.07, rota_y: 0.51, rota_z: 2.81";"atti_roll: -0.1, atti_pitch: -0.2, atti_yaw: 0.7";1;"2020-05-11 15:56:41";"student2Znk3E"
51;"grav_x: -0.32, grav_y: 0.23, grav_z: -0.92";"acc_x: 0.17, acc_y: -0.73, acc_z: 0.33";"rota_x: 2.21, rota_y: 0.55, rota_z: 5.42";"atti_roll: -0.3, atti_pitch: -0.2, atti_yaw: 0.8";0;"2020-05-11 15:56:42";"studentpeiqTa"
52;"grav_x: -0.29, grav_y: -0.15, grav_z: -0.95";"acc_x: 0.12, acc_y: -0.09, acc_z: 0.12";"rota_x: 0.98, rota_y: 0.82, rota_z: 3.16";"atti_roll: -0.3, atti_pitch: 0.2, atti_yaw: 0.0";1;"2020-05-11 15:56:43";"studentJZeidA"
53;"grav_x: -0.27, grav_y: -0.02, grav_z: -0.96";"acc_x: 0.35, acc_y: 0.09, acc_z: 0.01";"rota_x: -0.26, rota_y: 0.58, rota_z: -3.05";"atti_roll: -0.3, atti_pitch: 0.0, atti_yaw: 0.2";0;"2020-05-11 15:56:43";"studentvBOup0"
54;"grav_x: 0.40, grav_y: 0.40, grav_z: -0.82";"acc_x: -0.48, acc_y: 0.11, acc_z: -0.07";"rota_x: -0.43, rota_y: -0.39, rota_z: -0.52";"atti_roll: 0.5, atti_pitch: -0.4, atti_yaw: 0.7";0;"2020-05-11 15:56:44";"studentqN21jE"
55;"grav_x: 0.08, grav_y: 0.45, grav_z: -0.89";"acc_x: -0.09, acc_y: -0.14, acc_z: -0.13";"rota_x: 0.05, rota_y: 0.52, rota_z: 0.16";"atti_roll: 0.1, atti_pitch: -0.5, atti_yaw: 0.3";0;"2020-05-11 15:56:44";"studentosWHve"
56;"grav_x: 0.02, grav_y: 0.40, grav_z: -0.92";"acc_x: -0.01, acc_y: -0.07, acc_z: 0.00";"rota_x: 0.20, rota_y: 0.44, rota_z: 0.02";"atti_roll: 0.0, atti_pitch: -0.4, atti_yaw: 0.3";0;"2020-05-11 15:56:45";"studentUZMUSI"
57;"grav_x: 0.12, grav_y: 0.50, grav_z: -0.86";"acc_x: 0.04, acc_y: -0.14, acc_z: -0.03";"rota_x: -0.43, rota_y: 0.34, rota_z: 1.20";"atti_roll: 0.1, atti_pitch: -0.5, atti_yaw: 0.6";0;"2020-05-11 15:56:45";"student3MYcId"
58;"grav_x: 0.31, grav_y: 0.48, grav_z: -0.82";"acc_x: -0.29, acc_y: 0.02, acc_z: -0.05";"rota_x: 0.90, rota_y: -0.24, rota_z: 0.09";"atti_roll: 0.4, atti_pitch: -0.5, atti_yaw: 1.2";0;"2020-05-11 15:56:46";"student2jPCTQ"
59;"grav_x: 0.25, grav_y: 0.52, grav_z: -0.81";"acc_x: 0.00, acc_y: 0.02, acc_z: -0.01";"rota_x: 0.02, rota_y: 0.10, rota_z: 0.00";"atti_roll: 0.3, atti_pitch: -0.6, atti_yaw: 1.1";0;"2020-05-11 15:56:46";"student8soA1n"
60;"grav_x: 0.23, grav_y: 0.55, grav_z: -0.81";"acc_x: 0.00, acc_y: 0.02, acc_z: -0.07";"rota_x: -0.06, rota_y: -0.08, rota_z: -0.37";"atti_roll: 0.3, atti_pitch: -0.6, atti_yaw: 1.0";0;"2020-05-11 15:56:47";"student39HPyp"
61;"grav_x: 0.21, grav_y: 0.53, grav_z: -0.82";"acc_x: -0.01, acc_y: 0.07, acc_z: -0.00";"rota_x: 0.18, rota_y: 0.06, rota_z: -0.28";"atti_roll: 0.2, atti_pitch: -0.6, atti_yaw: 0.9";0;"2020-05-11 15:56:47";"studentUSx9Y4"
62;"grav_x: 0.17, grav_y: 0.55, grav_z: -0.82";"acc_x: 0.03, acc_y: -0.04, acc_z: 0.01";"rota_x: -0.12, rota_y: -0.10, rota_z: 0.03";"atti_roll: 0.2, atti_pitch: -0.6, atti_yaw: 0.9";0;"2020-05-11 15:56:48";"studentrsWoMd"
63;"grav_x: 0.17, grav_y: 0.54, grav_z: -0.83";"acc_x: -0.07, acc_y: 0.02, acc_z: -0.02";"rota_x: 0.26, rota_y: 0.20, rota_z: -0.10";"atti_roll: 0.2, atti_pitch: -0.6, atti_yaw: 0.9";0;"2020-05-11 15:56:48";"studentQpxC5B"
64;"grav_x: 0.16, grav_y: 0.60, grav_z: -0.79";"acc_x: -0.02, acc_y: -0.07, acc_z: 0.00";"rota_x: -0.11, rota_y: 0.75, rota_z: -0.60";"atti_roll: 0.2, atti_pitch: -0.6, atti_yaw: 0.6";0;"2020-05-11 15:56:49";"studentVwxplo"
65;"grav_x: 0.31, grav_y: 0.67, grav_z: -0.68";"acc_x: -0.01, acc_y: -0.11, acc_z: -0.11";"rota_x: -0.25, rota_y: 0.39, rota_z: 0.16";"atti_roll: 0.4, atti_pitch: -0.7, atti_yaw: 0.5";0;"2020-05-11 15:56:49";"studentISnmaA"
66;"grav_x: 0.49, grav_y: 0.62, grav_z: -0.61";"acc_x: -0.00, acc_y: 0.02, acc_z: -0.07";"rota_x: -0.16, rota_y: 0.07, rota_z: -0.01";"atti_roll: 0.7, atti_pitch: -0.7, atti_yaw: 0.6";0;"2020-05-11 15:56:50";"studentaaPD7I"
67;"grav_x: 0.49, grav_y: 0.64, grav_z: -0.59";"acc_x: -0.02, acc_y: 0.05, acc_z: 0.08";"rota_x: -0.29, rota_y: -0.22, rota_z: 0.21";"atti_roll: 0.7, atti_pitch: -0.7, atti_yaw: 0.6";0;"2020-05-11 15:56:50";"studentdzgyBw"
68;"grav_x: -0.22, grav_y: 0.08, grav_z: -0.97";"acc_x: -0.05, acc_y: 0.15, acc_z: 0.55";"rota_x: -8.76, rota_y: -1.01, rota_z: 0.22";"atti_roll: -0.2, atti_pitch: -0.1, atti_yaw: -0.0";0;"2020-05-11 15:56:57";"student3if1tf"
69;"grav_x: -0.34, grav_y: 0.83, grav_z: -0.44";"acc_x: -0.03, acc_y: 0.16, acc_z: 0.51";"rota_x: 5.68, rota_y: 0.28, rota_z: -0.27";"atti_roll: -0.7, atti_pitch: -1.0, atti_yaw: -0.5";0;"2020-05-11 15:56:58";"studentHyP3z8"
70;"grav_x: -0.23, grav_y: -0.18, grav_z: -0.96";"acc_x: -0.05, acc_y: 0.02, acc_z: 0.04";"rota_x: 0.57, rota_y: 0.78, rota_z: -0.67";"atti_roll: -0.2, atti_pitch: 0.2, atti_yaw: -0.0";1;"2020-05-11 15:56:58";"studentoRtSj6"
71;"grav_x: 0.10, grav_y: -0.34, grav_z: -0.94";"acc_x: -0.03, acc_y: -0.00, acc_z: -0.01";"rota_x: 0.09, rota_y: 0.05, rota_z: -0.15";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: -0.3";0;"2020-05-11 15:56:59";"studentzpSagH"
72;"grav_x: 0.06, grav_y: -0.34, grav_z: -0.94";"acc_x: 0.01, acc_y: -0.00, acc_z: 0.00";"rota_x: -0.06, rota_y: -0.05, rota_z: 0.15";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: -0.3";0;"2020-05-11 15:56:59";"studenteK7ZiS"
73;"grav_x: 0.05, grav_y: -0.31, grav_z: -0.95";"acc_x: -0.06, acc_y: 0.05, acc_z: 0.01";"rota_x: -0.07, rota_y: -0.04, rota_z: 0.09";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: -0.2";0;"2020-05-11 15:57:00";"studentoR094J"
74;"grav_x: -0.05, grav_y: -0.17, grav_z: -0.98";"acc_x: 0.02, acc_y: -0.05, acc_z: -0.03";"rota_x: -0.24, rota_y: -0.16, rota_z: -0.26";"atti_roll: -0.1, atti_pitch: 0.2, atti_yaw: -0.3";0;"2020-05-11 15:57:00";"studentmiNcyn"
75;"grav_x: -0.25, grav_y: 0.09, grav_z: -0.96";"acc_x: 0.00, acc_y: -0.01, acc_z: -0.05";"rota_x: -0.58, rota_y: -0.39, rota_z: 0.53";"atti_roll: -0.3, atti_pitch: -0.1, atti_yaw: -0.2";0;"2020-05-11 15:57:01";"studentLKwaam"
76;"grav_x: -0.37, grav_y: 0.73, grav_z: -0.58";"acc_x: 0.02, acc_y: -0.05, acc_z: 0.00";"rota_x: -0.05, rota_y: -0.47, rota_z: 0.55";"atti_roll: -0.6, atti_pitch: -0.8, atti_yaw: -0.3";0;"2020-05-11 15:57:01";"studentaYVIUd"
77;"grav_x: 0.16, grav_y: -0.79, grav_z: -0.59";"acc_x: 0.27, acc_y: 0.12, acc_z: 1.04";"rota_x: -10.14, rota_y: -4.82, rota_z: 5.17";"atti_roll: 0.3, atti_pitch: 0.9, atti_yaw: -0.1";0;"2020-05-11 15:57:13";"student5jxqEX"
78;"grav_x: -0.08, grav_y: 0.17, grav_z: -0.98";"acc_x: -0.08, acc_y: -0.07, acc_z: 1.99";"rota_x: 8.55, rota_y: 8.32, rota_z: 0.41";"atti_roll: -0.1, atti_pitch: -0.2, atti_yaw: 0.2";0;"2020-05-11 15:57:14";"studentrOJujC"
79;"grav_x: -0.24, grav_y: -0.24, grav_z: -0.94";"acc_x: 0.27, acc_y: 0.20, acc_z: 1.50";"rota_x: -10.39, rota_y: -6.97, rota_z: -0.20";"atti_roll: -0.3, atti_pitch: 0.2, atti_yaw: -0.1";1;"2020-05-11 15:57:14";"studentaUZ2ko"
80;"grav_x: 0.67, grav_y: -0.62, grav_z: -0.40";"acc_x: -0.50, acc_y: 1.04, acc_z: 0.78";"rota_x: 12.78, rota_y: 5.05, rota_z: -3.17";"atti_roll: 1.0, atti_pitch: 0.7, atti_yaw: -0.4";1;"2020-05-11 15:57:15";"studentm59nsM"
81;"grav_x: 0.19, grav_y: -0.20, grav_z: -0.96";"acc_x: -0.05, acc_y: 0.02, acc_z: -0.05";"rota_x: -0.04, rota_y: -0.14, rota_z: 0.45";"atti_roll: 0.2, atti_pitch: 0.2, atti_yaw: -0.0";1;"2020-05-11 15:57:21";"studentNDOS79"
82;"grav_x: 0.02, grav_y: -0.12, grav_z: -0.99";"acc_x: 0.10, acc_y: 0.05, acc_z: 0.15";"rota_x: -0.92, rota_y: 0.01, rota_z: 0.59";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.2";0;"2020-05-11 15:57:22";"studentAEx9ul"
83;"grav_x: 0.37, grav_y: 0.51, grav_z: -0.78";"acc_x: 0.05, acc_y: 0.09, acc_z: -0.13";"rota_x: 0.46, rota_y: 0.89, rota_z: 2.22";"atti_roll: 0.4, atti_pitch: -0.5, atti_yaw: 1.3";1;"2020-05-11 15:57:22";"studentZdARRP"
84;"grav_x: 0.63, grav_y: 0.45, grav_z: -0.63";"acc_x: -0.03, acc_y: 0.02, acc_z: -0.02";"rota_x: 0.05, rota_y: 0.32, rota_z: 0.05";"atti_roll: 0.8, atti_pitch: -0.5, atti_yaw: 1.7";0;"2020-05-11 15:57:23";"studentvywIBt"
85;"grav_x: 0.68, grav_y: 0.41, grav_z: -0.61";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.01";"rota_x: 0.24, rota_y: 0.15, rota_z: 0.00";"atti_roll: 0.8, atti_pitch: -0.4, atti_yaw: 1.6";0;"2020-05-11 15:57:23";"studentJK7ear"
86;"grav_x: 0.69, grav_y: 0.42, grav_z: -0.59";"acc_x: 0.00, acc_y: -0.02, acc_z: 0.01";"rota_x: 0.02, rota_y: 0.07, rota_z: 0.02";"atti_roll: 0.9, atti_pitch: -0.4, atti_yaw: 1.6";0;"2020-05-11 15:57:24";"studentvmYfOq"
87;"grav_x: 0.70, grav_y: 0.40, grav_z: -0.58";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.03, rota_y: 0.04, rota_z: 0.05";"atti_roll: 0.9, atti_pitch: -0.4, atti_yaw: 1.6";0;"2020-05-11 15:57:24";"student63jURX"
88;"grav_x: 0.11, grav_y: -0.46, grav_z: -0.88";"acc_x: 0.05, acc_y: -0.07, acc_z: 0.11";"rota_x: 0.83, rota_y: -0.39, rota_z: -0.34";"atti_roll: 0.1, atti_pitch: 0.5, atti_yaw: -0.0";0;"2020-05-11 15:58:33";"studentkgDcem"
