"id";"gravity";"acceleration";"rotation";"attitude";"fallenDown";"date";"studentId"
818;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:20";"studenteXUsaY"
819;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:20";"student5tyopb"
820;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:21";"studentcKtxLk"
821;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:21";"studentgvMNxQ"
822;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:22";"studentwdGs9Q"
823;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:22";"student9sQDwp"
824;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:23";"studentkktcqk"
825;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:23";"studenttCZWhq"
826;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:24";"studentq6itkt"
827;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:24";"studentiNSp2h"
828;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:25";"studentQqNek5"
829;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:25";"studentVtpG04"
830;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:26";"studentLvgQC1"
831;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:26";"studentrncuFB"
832;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:27";"studentVYlxaR"
833;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:27";"studentr0uFdz"
834;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:28";"studentQs8ic0"
835;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:28";"studentHot1E9"
836;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:29";"studentMnPVgx"
837;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:29";"studentkxcUcs"
838;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:30";"studentPmi8rW"
839;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:30";"studentHLmwfX"
840;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:31";"studentbY32TQ"
841;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:31";"studentPhSIGe"
842;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:32";"studenthx8FH7"
843;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:32";"studentQthUQ4"
844;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:33";"studentwOyNPz"
845;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:33";"studentRPnDBE"
846;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:34";"studentAcL7k2"
847;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: 0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:34";"studenty5CLST"
848;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:35";"studentFsb9iD"
849;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:35";"studentI7VgL2"
850;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 18:23:36";"studentjA3NAw"
851;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:36";"student65WVRe"
852;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:37";"student4UDWuX"
853;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:37";"studentButayr"
854;"grav_x: 0.02, grav_y: -0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.02, rota_y: 0.03, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.0, atti_yaw: 0.0";0;"2020-05-11 18:23:38";"studentieXe2I"
855;"grav_x: 0.02, grav_y: 0.01, grav_z: -1.00";"acc_x: -0.01, acc_y: 0.06, acc_z: -0.00";"rota_x: -0.05, rota_y: 0.01, rota_z: 0.24";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.1";0;"2020-05-11 18:23:38";"studentl3zTOT"
856;"grav_x: 0.05, grav_y: 0.01, grav_z: -1.00";"acc_x: -0.02, acc_y: 0.01, acc_z: -0.08";"rota_x: -0.06, rota_y: -0.11, rota_z: 0.33";"atti_roll: 0.1, atti_pitch: -0.0, atti_yaw: 0.1";0;"2020-05-11 18:23:39";"studentHk5GTS"
857;"grav_x: 0.08, grav_y: -0.36, grav_z: -0.93";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.04";"rota_x: 1.33, rota_y: -0.44, rota_z: 0.78";"atti_roll: 0.1, atti_pitch: 0.4, atti_yaw: 0.3";0;"2020-05-11 18:23:39";"studentdXsM6s"
858;"grav_x: -0.24, grav_y: -0.16, grav_z: -0.96";"acc_x: -0.14, acc_y: -0.08, acc_z: 0.08";"rota_x: -1.38, rota_y: 2.63, rota_z: -2.07";"atti_roll: -0.2, atti_pitch: 0.2, atti_yaw: 0.7";0;"2020-05-11 18:23:40";"studentjPYSzz"
859;"grav_x: -0.15, grav_y: -0.04, grav_z: -0.99";"acc_x: 0.02, acc_y: -0.03, acc_z: -0.13";"rota_x: -0.28, rota_y: 0.31, rota_z: 0.62";"atti_roll: -0.2, atti_pitch: 0.0, atti_yaw: 0.8";1;"2020-05-11 18:23:41";"studentZQNJkI"
860;"grav_x: 0.16, grav_y: -0.28, grav_z: -0.95";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.11";"rota_x: 0.39, rota_y: 1.71, rota_z: -1.08";"atti_roll: 0.2, atti_pitch: 0.3, atti_yaw: 0.8";0;"2020-05-11 18:23:41";"studentr6ahPe"
861;"grav_x: 0.38, grav_y: -0.01, grav_z: -0.93";"acc_x: 0.01, acc_y: 0.04, acc_z: -0.25";"rota_x: 0.39, rota_y: -0.11, rota_z: 0.10";"atti_roll: 0.4, atti_pitch: 0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:41";"studentlLwcLK"
862;"grav_x: 0.03, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.01, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.00, rota_y: -0.01, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:42";"student83hmzo"
863;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:42";"student7Yi1p0"
864;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:43";"studentlaWEhh"
865;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:43";"studentjzZxTn"
866;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:44";"studentbxlPbk"
867;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:44";"studentMxzrcn"
868;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:45";"studentnWV5iH"
869;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:45";"studentRFc2Vn"
870;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.01, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:45";"studentwt3WZB"
871;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:46";"studentYc7wvw"
872;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:46";"studentoXvPCo"
873;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:47";"studentjGIUGf"
874;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:47";"studenttBntjl"
875;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:48";"student154P9G"
876;"grav_x: 0.02, grav_y: 0.03, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:48";"student57t4Ut"
877;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: 0.01, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:49";"studentvBgeed"
878;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:49";"studentaEe5VS"
879;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:50";"student0YNrfs"
880;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:50";"studenttrrozT"
881;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:51";"studentRYcYK5"
882;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:51";"studentPkUngv"
883;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:52";"studentK4K56f"
884;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:52";"studentuLQ81o"
885;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:53";"student0a13xe"
886;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:53";"studentZdV1Kz"
887;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:54";"studentK3kWot"
888;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:54";"studentMQZxkz"
889;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:55";"student5P6Lw0"
890;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:55";"studentFLipr4"
891;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:56";"studentwEKU2D"
892;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:56";"studentxsVVCu"
893;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:57";"studentbD1tke"
894;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:57";"studentR328R3"
895;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:58";"studentGr5dNC"
896;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:58";"studentbptNNF"
897;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.00, rota_y: -0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:59";"studentBfgvPq"
898;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:23:59";"studentQzq9L7"
899;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.01, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:00";"studentv8XQsh"
900;"grav_x: 0.02, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:00";"studentO7vG3I"
901;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:01";"studentG7yVE9"
902;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:01";"student17yHVj"
903;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:02";"studentqwcT5s"
904;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:02";"studentEqstVc"
905;"grav_x: 0.01, grav_y: 0.04, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: 0.8";0;"2020-05-11 18:24:03";"student4NQFD3"
